MUNI,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,POP_25OV,HS,BACH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,HA_AFT2000,HA_90_70,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK,COMM_OTHER,WORK_FRM_HM,OWN_OCC_HU,RNT_OCC_HU,VAC_HU,TOT_POP,TOT_HH,AVG_HH_SIZE,WHITE,HISP,BLACK,ASIAN,OTHER,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,2010_POP,2000_POP,POP_CHANGE,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,AVG_VMT,HC_PCT,TR_PCT,HCTR_PCT,PARK_ACC,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,WATER,WATERperc,VACANT,VACperc,PRIV_EMP,EMP_CHANGE,PCT_CHANGE,PJOBS_HH,RET_SALES,RETSALES_PC,TOT_EAV,RES_EAV,FARM_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,MIN_EAV,WALKSCORE,PR_CNTY,CNTY_TOT_POP,CNTY_TOT_HH,CNTY_AVG_HH_SIZE,CNTY_2010_POP,CNTY_2000_POP,CNTY_POP_CHANGE,CNTY_MED_AGE,CNTY_WHITE,CNTY_HISP,CNTY_BLACK,CNTY_ASIAN,CNTY_OTHER,CNTY_UND19,CNTY_A20_34,CNTY_A35_49,CNTY_A50_64,CNTY_A65_79,CNTY_OV80,CNTY_INC_LT_25K,CNTY_INC_25_50K,CNTY_INC_50_75K,CNTY_INC_75_100K,CNTY_INC_100_150K,CNTY_INC_GT_150,CNTY_MEDINC,CNTY_POP_25OV,CNTY_HS,CNTY_BACH,CNTY_HU_TOT,CNTY_OWN_OCC_HU,CNTY_RNT_OCC_HU,CNTY_VAC_HU,CNTY_HU_SNG_DET,CNTY_HU_SNG_ATT,CNTY_HU_2UN,CNTY_HU_3_4UN,CNTY_HU_GT_5UN,CNTY_BR_0_1,CNTY_BR_2,CNTY_BR_3,CNTY_BR_4,CNTY_BR_5,CNTY_MED_ROOMS,CNTY_HV_LT_150K,CNTY_HV_150_300K,CNTY_HV_300_500K,CNTY_HV_GT_500K,CNTY_MED_HV,CNTY_HA_AFT2000,CNTY_HA_90_70,CNTY_HA_40_70,CNTY_HA_BEF1940,CNTY_MED_HA,CNTY_POP_16OV,CNTY_IN_LBFRC,CNTY_EMP,CNTY_UNEMP,CNTY_NOT_IN_LBFRC,CNTY_PRIV_EMP,CNTY_EMP_CHANGE,CNTY_PCT_CHANGE,CNTY_PJOBS_HH,CNTY_TOT_COMM,CNTY_DROVE_AL,CNTY_CARPOOL,CNTY_TRANSIT,CNTY_WALK,CNTY_COMM_OTHER,CNTY_WORK_FRM_HM,CNTY_AVG_VMT,CNTY_HC_PCT,CNTY_TR_PCT,CNTY_HCTR_PCT,CNTY_RET_SALES,CNTY_RETSALES_PC,CNTY_PARK_ACC,POP_HH,CNTY_POP_HH
Round Lake Beach,1467,1593,1975,1487,1244,352,60864,15893,11574,2451,19766,15163,13505,1597,4603,8620,6718,950,30,323,583,5.9,3058,3368,148,61,155000,1106,5429,1688,397,1985,644,1538,4064,1897,477,13017,10409,2009,325,226,48,240,6635,1483,502,28133,8118,3.448386302,11810,14385,949,698,291,10057,6666,6662,3405,1065,278,29.4,28175,25859,2316,11016,Manufacturing,Retail Trade,Health Care,Administration,Education,1796,1567,1043,876,812,2276,Retail Trade,Accommodation and Food Service,Health Care,Manufacturing,Administration,728,500,225,131,119,Chicago,Waukegan,Gurnee,Libertyville,Grayslake,948,522,415,406,396,Round Lake Beach,Chicago,Round Lake,Grayslake,Lake Villa,311,110,75,69,61,"24,241",30.35653349,24.62849466,54.98502815,16.41748079,3328.949269,1907.15857,57.29010615,57.10144961,1.715299483,136.6600034,4.105199339,130.8667574,3.931173077,60.68931425,1.823077174,33.08719228,0.993922995,48.30385995,1.451024214,42.82052652,1.286307572,425.4684573,12.78086336,103.41367,3.106495824,383.3794683,11.51653081,N/A,N/A,N/A,N/A,"$240,669,043 ","$8,565 ","$403,430,435 ","$328,442,457 ","$106,247 ","$71,905,832 ","$2,866,631 ","$109,268 ",$0 ,44,Lake,701282,240744,2.836531752,703462,644356,59106,36.7,457261,139349,45982,43561,15129,212510,122333,157503,135182,53650,20104,32485,42733,39601,32569,43445,49911,79085,446837,396196,186863,260020,184999,55745,19276,175104,30151,6591,7314,36113,23023,61273,89381,69365,16978,6.3,32915,71348,43510,37226,267700,39542,131250,65031,24197,1980,533705,379124,334641,33545,154581,272836,1803,0.665232647,1.133303426,317717,258487,30813,14235,10566,3616,21552,21984,36.6,24.7,61.3,"$9,247,597,406 ","$13,203 ",82,27994,682878
Round Lake Heights,144,169,157,147,183,36,64038,1630,1255,333,1930,1433,1287,135,497,909,846,4,10,0,49,6.2,294,403,15,0,165300,373,212,291,33,1993,32,124,458,229,66,1217,1008,166,43,0,0,57,712,124,73,2818,836,3.370813397,1450,1010,87,225,46,1069,468,734,378,133,36,32.4,2676,1347,1329,814,Manufacturing,Health Care,Education,Retail Trade,Wholesale Trade,164,105,82,79,58,243,Education,Health Care,Retail Trade,Real Estate,Public Administration,117,53,29,13,11,Libertyville,Waukegan,Gurnee,Round Lake,Lake Forest,59,56,46,39,35,Round Lake Beach,Grayslake,Round Lake,Gurnee,Fox Lake,33,11,11,8,7,"27,926",32.22001019,25.1784579,57.39846809,92.99926708,403.8564821,213.5873472,52.88694293,0,0,23.38078965,5.789380804,0,0,10.67512874,2.64329761,3.33009005,0.824572638,0,0,0.46967101,0.116296514,34.3435944,8.503910652,33.25892091,8.235331704,84.81094015,21.00026715,N/A,N/A,N/A,N/A,"$6,161,954 ","$2,305 ","$40,218,648 ","$34,841,605 ",$0 ,"$5,181,111 ","$195,932 ",$0 ,$0 ,N/A,Lake,701282,240744,2.836531752,703462,644356,59106,36.7,457261,139349,45982,43561,15129,212510,122333,157503,135182,53650,20104,32485,42733,39601,32569,43445,49911,79085,446837,396196,186863,260020,184999,55745,19276,175104,30151,6591,7314,36113,23023,61273,89381,69365,16978,6.3,32915,71348,43510,37226,267700,39542,131250,65031,24197,1980,533705,379124,334641,33545,154581,272836,1803,0.665232647,1.133303426,317717,258487,30813,14235,10566,3616,21552,21984,36.6,24.7,61.3,"$9,247,597,406 ","$13,203 ",82,2818,682878
Round Lake Park,649,935,600,303,204,35,43085,4865,3550,645,5720,3384,3066,318,2336,2907,1840,66,35,35,0,5.4,1110,1130,88,37,154200,831,1371,552,153,1991,115,1633,917,200,42,2931,2259,503,102,67,0,85,2365,361,181,7382,2726,2.707997065,3595,3438,87,78,184,2097,1215,1295,921,1220,634,40.4,7505,6038,1467,2417,Manufacturing,Retail Trade,Administration,Health Care,Education,405,319,201,197,177,218,Education,Manufacturing,Public Administration,Administration,Construction,53,45,32,24,23,Chicago,Libertyville,Waukegan,Vernon Hills,Mundelein,157,134,113,102,99,Round Lake Beach,Round Lake Park,Round Lake,Grayslake,Hainesville,19,15,15,9,8,"17,447",26.32200134,25.25391126,51.5759126,23.00066008,1444.716465,607.9582107,42.08148973,0.0865503,0.005990816,37.17161226,2.572934771,2.46288007,0.170474978,19.48376989,1.348622402,18.44832981,1.276951586,4.91986108,0.340541636,206.4657001,14.29108792,17.29925688,1.197415362,147.3564601,10.19968026,383.0638335,26.51481054,N/A,N/A,N/A,N/A,"$27,210,330 ","$3,696 ","$74,703,920 ","$49,752,433 ","$117,728 ","$21,736,249 ","$3,097,510 ",$0 ,$0 ,N/A,Lake,701282,240744,2.836531752,703462,644356,59106,36.7,457261,139349,45982,43561,15129,212510,122333,157503,135182,53650,20104,32485,42733,39601,32569,43445,49911,79085,446837,396196,186863,260020,184999,55745,19276,175104,30151,6591,7314,36113,23023,61273,89381,69365,16978,6.3,32915,71348,43510,37226,267700,39542,131250,65031,24197,1980,533705,379124,334641,33545,154581,272836,1803,0.665232647,1.133303426,317717,258487,30813,14235,10566,3616,21552,21984,36.6,24.7,61.3,"$9,247,597,406 ","$13,203 ",82,7382,682878
St. Charles,1214,2173,2541,1346,2560,2572,80310,22656,21374,10891,25989,18558,17775,741,7431,12880,7588,1869,318,604,2394,6.7,424,4448,2719,1478,289000,2516,7020,2164,1180,1983,1116,3229,4106,3604,825,16100,14120,848,661,430,41,1252,9069,3337,474,33046,12406,2.620667419,28309,3192,459,794,292,9017,5467,7412,7098,2925,1127,39.6,32974,27896,5078,15029,Retail Trade,Manufacturing,Education,Health Care,Professional,1724,1621,1588,1561,1349,20686,Manufacturing,Retail Trade,Accommodation and Food Service,Education,Health Care,4613,2891,2566,2331,1549,St. Charles,Chicago,Geneva,Elgin,Aurora,2357,1640,934,763,545,St. Charles,Aurora,Elgin,Chicago,Geneva,2357,1368,1145,853,721,"20,715",35.26773229,24.32908853,59.59682082,72.81018829,9490.259432,3634.684495,38.29910574,159.090749,1.676358272,459.7072562,4.843990404,574.2255656,6.050683542,685.9465095,7.227900505,682.3733068,7.19024924,35.99750227,0.379309992,504.6580121,5.317641901,1817.735005,19.1536914,175.6683476,1.851038413,760.1726836,8.01003059,N/A,N/A,N/A,N/A,"$767,510,383 ","$23,405 ","$1,459,398,426 ","$985,067,950 ","$58,910 ","$333,005,128 ","$140,911,192 ","$355,246 ",$0 ,46,Kane,514891,170069,2.98945134,515269,404119,111150,34.7,304876,157032,27215,17173,8595,161812,97960,114861,89649,37814,12795,25063,35551,31452,23778,30376,23849,68674,323008,268307,102960,181587,129009,41060,11518,125036,18561,8028,6757,21946,15021,45352,65894,45708,9612,6.2,23541,64939,31399,9130,233800,39891,70848,41961,28887,1979,383386,271319,246279,24851,112067,160955,-3384,-2.059158203,0.946409987,230063,194377,21332,6283,4329,3742,11344,22228,32.5,24.7,57.2,"$4,875,361,438 ","$9,567 ",59.3,32512,508413
Sandwich,543,541,631,323,511,225,58583,4958,4506,911,5882,4255,3873,382,1627,3103,2157,206,211,302,145,5.8,620,1210,189,0,181100,504,1133,676,790,1972,321,693,1405,576,108,3583,2962,458,15,138,10,102,2019,755,329,7563,2774,2.66222062,6644,806,28,41,44,2070,1476,1704,1350,650,313,37.9,7421,6509,912,74,Education,Manufacturing,Retail Trade,Accommodation and Food Service,Administration,13,9,9,8,7,289,Accommodation and Food Service,Retail Trade,Manufacturing,Information,Finance,93,86,57,20,10,Aurora,Plano,Naperville,Chicago,Bolingbrook,7,6,5,4,3,Plano,Aurora,Yorkville,Oswego,Chicago,47,17,17,16,4,"21,526",29.63525685,27.70475543,57.34001227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$86,091,792 ","$11,249 ","$160,789,930 ","$120,802,061 ","$502,909 ","$35,140,257 ","$4,095,706 ","$248,997 ",$0 ,N/A,Kendall,114226,37817,3.012904249,114736,54544,60192,33,84645,18090,5977,3390,2124,38089,22837,28138,17014,6387,1761,2904,5983,7553,6668,9079,5630,83835,70709,65451,24196,40002,32214,5603,2185,30300,6320,268,734,2303,1437,7306,15962,13043,2254,6.9,4767,19417,6784,1246,229400,19937,12771,4930,2364,2000,82094,62603,57968,4392,19491,N/A,N/A,N/A,N/A,54100,47696,3996,1536,332,540,2620,25430,36.5,26.6,63,"$987,915,276 ","$8,919 ",33.2,7385,113939
Sauk Village,739,695,680,360,353,117,50841,5551,4665,733,7129,4743,3823,920,2386,3553,2967,87,16,75,190,6.1,1458,516,20,23,104600,354,1479,1564,156,1971,62,420,2271,725,75,3722,3083,423,216,0,0,85,2017,927,609,10473,2944,3.550611413,2720,911,6653,0,189,4207,1748,2401,1435,572,110,27.8,10506,10411,95,2377,Health Care,Manufacturing,Education,Retail Trade,Accommodation and Food Service,515,273,257,218,188,2593,Transportation,Education,Manufacturing,Wholesale Trade,Public Administration,1806,235,115,82,70,Chicago,Chicago Heights,Sauk,Matteson,Lynwood,520,197,85,73,54,Chicago,Sauk,Chicago Heights,Lansing,Steger,158,85,41,41,40,"25,688",22.65509876,24.92305067,47.57814943,10.25936135,2491.916422,852.0826698,34.19387032,19.22595978,0.77153309,66.21869373,2.657340076,0,0,77.81054699,3.122518328,59.31853925,2.380438554,245.0431505,9.833522039,583.1544666,23.40184693,106.892305,4.289562203,12.6821003,0.508929601,469.4879899,18.84043886,N/A,N/A,N/A,N/A,"$18,541,775 ","$1,780 ","$85,838,720 ","$51,700,458 ","$80,392 ","$1,699,272 ","$32,113,567 ","$245,031 ",$0 ,N/A,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,10453,5114489
Schaumburg,3776,5942,6726,5344,5506,3474,70060,53285,50479,23563,60825,44932,41702,3180,15893,32893,12161,6012,244,4128,10307,5.2,2762,10491,6336,953,252300,1126,25635,5693,439,1977,6014,12095,9200,5088,496,39944,34475,3187,1482,390,410,1198,20542,10226,2125,74276,30768,2.400448518,48963,6679,2986,14064,1584,16491,18597,16281,14584,5987,2336,37.2,74227,75386,-1159,36254,Health Care,Retail Trade,Manufacturing,Professional,Education,3846,3714,3555,3287,2963,75626,Retail Trade,Accommodation and Food Service,Wholesale Trade,Administration,Finance,9740,8683,8279,7537,7069,Schaumburg,Chicago,Elk Grove,Hoffman Estates,Arlington Heights,5340,5236,1853,1581,1543,Chicago,Schaumburg,Hoffman Estates,Elgin,Palatine,8535,5340,2583,2000,1755,"18,014",28.49452938,23.19343621,51.68796559,40.10179221,12379.25617,5209.657023,42.08376457,710.0999309,5.736208387,893.3263515,7.216316869,1849.951431,14.94396275,451.8557309,3.65010405,495.5181215,4.002810141,566.7305999,4.578066662,15.24946514,0.123185634,1104.257718,8.920226731,200.2865493,1.61792071,882.3232514,7.127433499,"71,548","-6,987",-8.9,2.33,"$2,717,669,230 ","$36,839 ","$3,614,766,214 ","$1,516,233,386 ","$9,558 ","$1,639,936,948 ","$458,586,322 ",$0 ,$0 ,50,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,73857,5114489
Schiller Park,1100,1437,916,471,369,240,41862,8233,6850,1700,9430,6629,5910,719,2801,4990,2241,151,149,406,2043,4.7,503,1601,606,72,228000,324,1007,3429,230,1961,1256,1514,1808,382,30,5637,4706,513,212,136,70,199,2782,1751,457,11782,4533,2.598058681,7891,2574,271,824,222,2755,3356,2329,2052,914,376,34.2,11793,11850,-57,5144,Manufacturing,Retail Trade,Health Care,Administration,Transportation,754,555,514,440,429,7271,Manufacturing,Transportation,Accommodation and Food Service,Administration,Wholesale Trade,2546,948,757,561,518,Chicago,Schiller Park,Elk Grove,Franklin Park,Des Plaines,1404,427,183,172,131,Chicago,Schiller Park,Franklin Park,Des Plaines,Elmwood Park,1965,427,175,131,98,"18,506",21.7487686,22.33208646,44.08085505,129.9726783,1768.040484,451.0398591,25.5107201,75.38896048,4.263983838,61.77828854,3.494167079,39.5461761,2.236723449,79.41457683,4.491671856,312.2233644,17.65928819,378.4276272,21.40378745,0,0,288.3333529,16.30807414,13.23800015,0.74873852,68.65027845,3.882845391,"6,301","-1,930",-23.4,1.39,"$171,634,066 ","$14,625 ","$371,743,155 ","$174,445,598 ",$0 ,"$69,351,134 ","$126,060,642 ","$1,885,781 ",$0 ,N/A,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,11777,5114489
Shorewood,603,737,856,804,1438,808,87263,10353,9509,3979,11866,8174,7458,716,3692,5476,4292,626,9,0,238,7.1,511,3057,1086,168,241800,2548,2293,627,8,1998,159,1049,2082,1956,230,7124,6434,572,101,10,7,197,4822,424,230,15611,5246,2.975028593,11750,1946,1105,508,302,4569,2461,3864,3044,1295,378,38.3,15615,7686,7929,5676,Education,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,749,683,671,544,367,3930,Arts and Entertainment,Retail Trade,Accommodation and Food Service,Manufacturing,Education,986,976,417,363,354,Joliet,Chicago,Plainfield,Shorewood,Bolingbrook,1509,478,259,239,212,Joliet,Shorewood,Chicago,Crest Hill,Plainfield,1037,239,160,95,95,"27,031",32.56994858,25.82450875,58.39445733,31.4965409,5108.448322,1652.307176,32.3446,17.97226,0.351814462,180.9852957,3.542862418,15.53802001,0.304163202,77.16447675,1.510526718,115.3793747,2.258599235,46.67235433,0.913630742,1271.094977,24.88221269,362.9472361,7.104843062,127.5582197,2.497005189,1240.828932,24.28974228,N/A,N/A,N/A,N/A,"$297,644,288 ","$19,653 ","$497,579,663 ","$400,954,889 ","$1,189,234 ","$81,766,843 ","$13,668,697 ",$0 ,$0 ,N/A,Will,677669,222092,3.018132125,677560,502266,175294,35.5,455445,105899,72989,30342,12994,213862,120015,162407,117612,47885,15888,28023,39699,41249,35206,46059,31856,76352,426692,385545,136987,237175,185671,36421,15083,176194,28351,5010,5083,18903,13530,47149,99347,65320,11829,6.5,34342,98497,41747,11085,228900,64130,110131,45258,17656,1990,505541,357260,324409,32636,148281,167339,47209,39.29826022,0.753467032,304861,261269,23699,13117,3221,3555,12842,24654,33,25.2,58.3,"$6,702,141,901 ","$9,941 ",105.3,15607,670303
Skokie,4019,4825,4011,3184,3622,3519,67030,46372,41240,21251,53056,33797,30808,2976,19259,25135,13518,1488,1184,2632,6302,5.7,1684,6089,7083,2220,315700,1591,4166,17508,1870,1958,2886,7530,10825,2985,909,29077,22358,3065,2806,623,225,1168,17076,6104,1955,64588,23180,2.750603969,36927,5529,4745,15951,1436,14533,11196,12116,14891,7895,3957,43.7,64784,63348,1436,28631,Health Care,Retail Trade,Education,Professional,Accommodation and Food Service,5104,3412,2946,2336,2186,31733,Manufacturing,Retail Trade,Health Care,Professional,Accommodation and Food Service,4588,4471,3868,2493,2439,Chicago,Skokie,Evanston,Glenview,Northbrook,10572,2926,2183,649,617,Chicago,Skokie,Evanston,Morton Grove,Des Plaines,10981,2926,894,684,618,"16,080",30.22170723,21.12995316,51.35166038,15.53006031,6437.160559,3179.551147,49.39369025,374.6237588,5.819705061,470.9155871,7.315579326,334.3956662,5.194769698,544.8678794,8.464413376,509.9438811,7.921876058,379.7913244,5.899982158,0,0,550.6376345,8.554045366,23.86759996,0.370778385,68.56608021,1.065160323,"31,697","-7,505",-19.1,1.37,"$1,303,481,762 ","$20,293 ","$2,561,731,480 ","$1,536,178,544 ",$0 ,"$723,043,956 ","$302,290,842 ","$218,138 ",$0 ,67,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,63759,5114489
Sleepy Hollow,126,191,167,149,219,283,90031,2155,2112,836,2538,1794,1629,165,744,1176,1062,13,0,16,85,8.2,12,406,514,102,324600,22,776,373,5,1979,9,103,341,615,108,1494,1373,66,34,8,13,80,1034,101,41,3348,1135,2.949779736,2963,194,15,108,68,1062,361,725,768,330,102,42.3,3304,3553,-249,1736,Manufacturing,Retail Trade,Health Care,Education,Wholesale Trade,196,191,185,173,126,116,Professional,Health Care,Public Administration,Wholesale Trade,Construction,24,23,19,13,11,Elgin,Chicago,Hoffman Estates,Schaumburg,Carpentersville,308,129,74,71,65,Elgin,Carpentersville,Chicago,Huntley,Algonquin,9,8,6,6,5,"25,670",37.4100659,25.25000682,62.66007272,28.7300469,1290.471166,975.0189971,75.55527183,8.63123989,0.668844072,9.38223119,0.727039196,0.53463602,0.041429521,36.51050985,2.829238717,0,0,0,0,45.00014299,3.487109529,118.9546752,9.217925853,6.56620979,0.508822666,89.87252363,6.964318616,N/A,N/A,N/A,N/A,"$2,617,837 ",$775 ,"$112,299,394 ","$108,078,650 ","$206,230 ","$4,014,514 ",$0 ,$0 ,$0 ,N/A,Kane,514891,170069,2.98945134,515269,404119,111150,34.7,304876,157032,27215,17173,8595,161812,97960,114861,89649,37814,12795,25063,35551,31452,23778,30376,23849,68674,323008,268307,102960,181587,129009,41060,11518,125036,18561,8028,6757,21946,15021,45352,65894,45708,9612,6.2,23541,64939,31399,9130,233800,39891,70848,41961,28887,1979,383386,271319,246279,24851,112067,160955,-3384,-2.059158203,0.946409987,230063,194377,21332,6283,4329,3742,11344,22228,32.5,24.7,57.2,"$4,875,361,438 ","$9,567 ",59.3,3348,508413
South Barrington,72,86,78,81,291,832,166250,3104,3056,2410,3702,2333,2213,120,1369,1462,1449,13,0,0,0,9,39,35,155,1211,820000,271,1088,35,68,1987,0,24,155,733,550,2060,1838,161,12,38,11,153,1440,0,22,4738,1440,3.290277778,2997,220,43,1215,263,1401,514,788,1230,642,163,44.6,4565,3760,805,2170,Health Care,Professional,Manufacturing,Retail Trade,Wholesale Trade,258,242,220,216,182,2090,Management,Administration,Accommodation and Food Service,Retail Trade,Health Care,526,354,302,229,171,Chicago,Hoffman Estates,Schaumburg,Elgin,Barrington,499,146,122,81,80,Chicago,Schaumburg,Carpentersville,Elgin,Hoffman Estates,193,77,69,67,66,N/A,71.51551726,25.82473942,97.34025668,446.7050873,4890.93042,2389.90293,48.8639732,0,0,28.94856024,0.59188248,149.3218201,3.053035052,113.5710983,2.322075527,0.38914901,0.007956544,11.02917993,0.225502695,451.5845865,9.233101839,275.6690585,5.636331635,290.8302314,5.946317091,1179.683806,24.11982393,N/A,N/A,N/A,N/A,"$78,566,642 ","$16,824 ","$499,537,126 ","$409,653,274 ","$88,755 ","$87,499,274 ","$2,295,823 ",$0 ,$0 ,N/A,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,4738,5114489
South Chicago Heights,414,314,451,219,17,26,48958,2615,2153,274,3013,1984,1590,394,1029,1607,1092,14,134,95,228,5.2,639,351,0,0,115400,68,421,901,217,1958,183,472,784,124,44,1527,1195,234,67,24,7,10,990,451,166,4123,1441,2.782789729,1755,1505,712,0,151,1311,657,1061,596,349,149,36.3,4139,3970,169,1506,Health Care,Manufacturing,Retail Trade,Education,Accommodation and Food Service,224,221,171,160,111,1334,Manufacturing,Retail Trade,Accommodation and Food Service,Health Care,Wholesale Trade,430,311,135,120,96,Chicago,Chicago Heights,University Park,South Chicago Heights,Steger,329,178,51,37,37,Chicago Heights,Chicago,Steger,Park Forest,South Chicago Heights,117,105,76,42,37,"17,777",17.09087473,24.17007245,41.26094718,189.9471121,1012.091104,345.8067942,34.16755593,4.35807991,0.430601543,143.954806,14.22350275,0,0,34.2532168,3.38440054,93.02176651,9.191046745,11.55204588,1.141403756,0.00569976,0.000563167,214.343142,21.17824582,12.57349968,1.24232884,152.2220537,15.04035091,N/A,N/A,N/A,N/A,"$46,952,885 ","$11,444 ","$74,747,661 ","$34,392,593 ",$0 ,"$16,244,390 ","$23,748,123 ","$362,555 ",$0 ,N/A,Cook,5197677,1933670,2.644964756,5194675,5376741,-182066,35.3,2277287,1245329,1267825,325562,81674,1369782,1206113,1067068,928952,441858,183904,456264,436472,339402,235745,253222,212565,54648,3456817,2906668,1184199,2178739,1140135,793535,245069,869539,118595,218404,252173,703831,444707,688082,700183,259049,86718,5.2,236730,487756,272528,143121,244900,167141,525630,800325,685643,1957,4112868,2742562,2424917,316141,1370306,2073558,-143400,-6.46832281,1.072343264,2278500,1485736,221832,420010,124078,26844,93836,14774,26.9,19.6,46.5,"$49,351,405,982 ","$9,522 ",20.6,4010,5114489
